"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"HCLTECH","HCL Technologies Limited","EQ","Interim Dividend Of Rs 2/- Per Equity Share (Purpose Revised)","2","22-Apr-2013","23-Apr-2013","-","-"
"RANBAXY","Ranbaxy Laboratories Limited","EQ","Annual General Meeting","5","25-Apr-2013","-","27-Apr-2013","07-May-2013"
"FMGOETZE","Federal-Mogul Goetze (India) Limited.","EQ","Annual General Meeting","10","25-Apr-2013","-","29-Apr-2013","10-May-2013"
"CRISIL","CRISIL Limited","EQ","Interim Dividend Rs.3/- Per Equity Share (Purpose Revised)","1","25-Apr-2013","26-Apr-2013","-","-"
"GMBREW","GM Breweries Limited","EQ","Annual General Meeting/Dividend Rs.2.50 Per Share","10","26-Apr-2013","-","30-Apr-2013","07-May-2013"
"NESTLEIND","Nestle India Limited","EQ","Annual General Meeting","1","29-Apr-2013","-","02-May-2013","08-May-2013"
"ITDCEM","ITD Cementation India Limited","EQ","Annual General Meeting/Dividend Rs 2 Per Share","1","30-Apr-2013","-","03-May-2013","10-May-2013"
"ABB","ABB India Limited","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","2","30-Apr-2013","-","03-May-2013","09-May-2013"
"RSYSTEMS","R Systems International Limited","EQ","Annual General Meeting /Dividend Rs.7.50 Per Equity Share","1","30-Apr-2013","-","03-May-2013","11-May-2013"
"PURVA","Puravankara Limited","EQ","Interim Dividend Rs.2.50/- Per Equity Share","5","30-Apr-2013","02-May-2013","-","-"
"DENORA","De Nora India Limited","EQ","Dividend Rs 7 Per Share","10","02-May-2013","-","06-May-2013","08-May-2013"
"FOSECOIND","Foseco India Limited","EQ","Interim Dividend Rs.1.50/- Per Equity Share (Purpose Revised)","10","02-May-2013","03-May-2013","-","-"
"SHREECEM","SHREE CEMENT LIMITED","EQ","Interim Dividend Rs.8/- Per Equity Share (Purpose Revised)","10","03-May-2013","06-May-2013","-","-"
"VKSPL","VKS Projects Limited","EQ","Bonus 5:2","1","03-May-2013","06-May-2013","-","-"
"MINDTREE","MindTree Limited","EQ","Second Interim Dividend Rs 4/- Per Equity Share","10","03-May-2013","06-May-2013","-","-"
"MARICO","Marico Limited","EQ","Second Interim Dividend Re.0.50 Per Equity Share (Purpose Revised)","1","03-May-2013","06-May-2013","-","-"
"TVSMOTOR","TVS Motor Company Limited","EQ","Second Interim Dividend Re.0.60 Per Equity Share (Purpose Revised)","1","03-May-2013","06-May-2013","-","-"
"SBT","State Bank of Travancore","EQ","Annual General Meeting / Final Dividend Rs.3/- Per Equity Share","10","06-May-2013","-","08-May-2013","09-May-2013"
"MEGASOFT","Megasoft Limited","EQ","Annual General Meeting","10","06-May-2013","-","08-May-2013","15-May-2013"
"LINDEINDIA","Linde India Limited","EQ","Annual General Meeting/Dividend Rs 1.50 Per Share","10","06-May-2013","-","08-May-2013","17-May-2013"
"DHANI","Dhani Services Limited","EQ","3rd Interim Dividend Re.1/- Per Equity Share","2","06-May-2013","07-May-2013","-","-"
"KITEX","Kitex Garments Limited","EQ","Annual General Meeting / Dividend Re.0.80 Per Share","1","07-May-2013","-","09-May-2013","14-May-2013"
"IBREALEST","Indiabulls Real Estate Limited","EQ","Interim Dividend Rs. 2 Per Equity Share","2","07-May-2013","08-May-2013","-","-"
"MYSOREBANK","State Bank of Mysore","EQ","Annual General Meeting","10","08-May-2013","-","10-May-2013","11-May-2013"
"TRIL","Transformers And Rectifiers (India) Limited","EQ","Annual General Meeting / Final Dividend Re.0.75 Per Equity Share","1","08-May-2013","-","10-May-2013","11-May-2013"
"GODREJCP","Godrej Consumer Products Limited","EQ","Fourth Interim Dividend Rs.2/- Per Equity Share (Purpose Revised)","1","08-May-2013","09-May-2013","-","-"
"HOVS","HOV Services Limited","EQ","Annual General Meeting","10","09-May-2013","-","13-May-2013","18-May-2013"
"STER","Sterlite Industries ( India ) Limited","EQ","Interim Dividend Rs.1.20/- Per Equity Share","1","09-May-2013","10-May-2013","-","-"
"HINDZINC","Hindustan Zinc Limited","EQ","Annual General Meeting /Final Dividend Rs 1.50 Per Share","2","09-May-2013","-","13-May-2013","15-May-2013"
"HEIDELBERG","HeidelbergCement India Limited","EQ","Annual General Meeting","10","09-May-2013","-","11-May-2013","16-May-2013"
"HEXAWARE","Hexaware Technologies Limited","EQ","Interim Dividend Rs 1.20 Per Share","2","09-May-2013","10-May-2013","-","-"
"BOSCHLTD","Bosch Limited","EQ","Annual General Meeting/Dividend Rs 60 Per Share","10","10-May-2013","-","14-May-2013","27-May-2013"
"RELIANCE","Reliance Industries Limited","EQ","Annual General Meeting/ Dividend Rs. 9 Per Equity Share","10","10-May-2013","-","14-May-2013","18-May-2013"
"XCHANGING","Xchanging Solutions Limited","EQ","Annual General Meeting","10","13-May-2013","-","15-May-2013","21-May-2013"
"TVSHLTD","TVS Holdings Limited","EQ","Interim Dividen Rs 5 Per Share","5","13-May-2013","14-May-2013","-","-"
"CHEMFALKAL","Chemfab Alkalis Limited","EQ","Annual General Meeting","5","13-May-2013","-","15-May-2013","23-May-2013"
"ACCELYA","Accelya Solutions India Limited","EQ","Interim Dividend Rs 30 Per Share","10","14-May-2013","15-May-2013","-","-"
"LAKSHMIEFL","Lakshmi Energy and Foods Limited","EQ","Interim Dividend Re.0.30 Per Equity Share","2","14-May-2013","15-May-2013","-","-"
"KESORAMIND","Kesoram Industries Limited","EQ","Rights 7:5@Premium Rs.55 Per Share/Annual General Meeting / Dividend Re.1/- Per Equity Share (Purpose Revised)","10","15-May-2013","16-May-2013","-","-"
"BATAINDIA","Bata India Limited","EQ","Annual General Meeting / Dividend Rs.6/- Per Share","5","17-May-2013","-","21-May-2013","04-Jun-2013"
"RIIL","Reliance Industrial Infrastructure Limited","EQ","Annul General Meeting / Dividend - Final Rs.3.50 + Special Re.0.25 Per Share","10","20-May-2013","-","22-May-2013","28-May-2013"
"FELDVR","Future Enterprises Limited","EQ","Dividend-Re.1.14 Per Share","2","20-May-2013","-","22-May-2013","24-May-2013"
"FEL","Future Enterprises Limited","EQ","Dividend-Re 1.10 Pr Share","2","20-May-2013","-","22-May-2013","24-May-2013"
"IRB","IRB Infrastructure Developers Limited","EQ","Fourth Interim Dividend @ Re.1/- Per Equity Share (Purpose Revised)","1","20-May-2013","21-May-2013","-","-"
"MTEDUCARE","MT Educare Limited","EQ","Second Interim Dividend @ Re.1/- Per Equity Share (Purpose Revised)","10","20-May-2013","21-May-2013","-","-"
"KKCL","Kewal Kiran Clothing Limited","EQ","Third Interim Dividend Rs 3 Per Equity Share","10","21-May-2013","22-May-2013","-","-"
"ZYDUSWELL","Zydus Wellness Limited","EQ","Interim Dividend @ Rs. 6/- Per Equity Share","10","22-May-2013","23-May-2013","-","-"
"KAJARIACER","Kajaria Ceramics Limited","EQ","Annual General Meeting / Final Dividend Rs.3/- Per Equity Share","1","22-May-2013","-","24-May-2013","04-Jun-2013"
"YESBANK","Yes Bank Limited","EQ","Annual General Meeting / Final Dividend Rs.6/- Per Equity Share","2","23-May-2013","-","27-May-2013","08-Jun-2013"
"BALMLAWRIE","Balmer Lawrie & Company Limited","EQ","Bonus 3:4","10","23-May-2013","24-May-2013","-","-"
"PNBGILTS","PNB Gilts Limited","EQ","Dividend Re.1/- Per Share","10","23-May-2013","-","25-May-2013","01-Jun-2013"
"OILCOUNTUB","Oil Country Tubular Limited","EQ","Annual General Meeting / Final Dividend Rs.2/- Per Equity Share","10","23-May-2013","-","27-May-2013","30-May-2013"
"ASHOKA","Ashoka Buildcon Limited","EQ","Annual General Meeting/Dividend Rs 2 Per Share","5","23-May-2013","-","27-May-2013","30-May-2013"
"BHARTIARTL","Bharti Airtel Limited","EQ","Annual General Meeting / Dividend Re 1 Per Share","5","23-May-2013","-","25-May-2013","31-May-2013"
"SUTLEJTEX","Sutlej Textiles and Industries Limited","EQ","Dividend-Rs.5/- Per Share","1","23-May-2013","24-May-2013","-","-"
"VTMLTD","VTM Limited","EQ","Annual General Meeting","1","23-May-2013","-","27-May-2013","05-Jun-2013"
"ADVANTA","Advanta Limited","EQ","Annual General Meeting","2","23-May-2013","-","27-May-2013","05-Jun-2013"
"VIMTALABS","Vimta Labs Limited","EQ","Annual General Meeting / Final Dividend Re.0.60/- Per Equity Share","2","23-May-2013","-","27-May-2013","31-May-2013"
"RAYMOND","Raymond Limited","EQ","Annual General Meeting / Final Dividend Re.1/- Per Equity Share","10","24-May-2013","-","28-May-2013","07-Jun-2013"
"ZUARIIND","ZUARI INDUSTRIES LIMITED","EQ","Dividend Rs 2/- Per Equity Share","10","27-May-2013","-","29-May-2013","05-Jun-2013"
"ZUARI","Zuari Agro Chemicals Limited","EQ","Annual General Meeting / Dividend Rs.3/- Per Equity Share","10","27-May-2013","-","29-May-2013","05-Jun-2013"
"DCBBANK","DCB Bank Limited","EQ","Annual General Meeting","10","27-May-2013","-","29-May-2013","05-Jun-2013"
"SBIN","State Bank of India","EQ","Dividend Rs 41.50 Per Share (Purpose Revised)","1","28-May-2013","-","30-May-2013","03-Jun-2013"
"THOMASCOOK","Thomas Cook  (India)  Limited","EQ","Annual General Meeting/Dividend Re 0.375 Per Share","1","28-May-2013","-","30-May-2013","06-Jun-2013"
"DEN","Den Networks Limited","EQ","Extra Ordinary General Meeting","10","29-May-2013","-","31-May-2013","05-Jun-2013"
"SBBJ","State Bank of Bikaner and Jaipur","EQ","Annual General Meeting","10","29-May-2013","-","31-May-2013","06-Jun-2013"
"STAR","Strides Pharma Science Limited","EQ","Annual General Meeting And Dividend Rs.2/- Per Share","10","30-May-2013","-","03-Jun-2013","10-Jun-2013"
"MAHABANK","Bank of Maharashtra","EQ","Annual General Meeting And Dividend - Rs. 2.30 Per Share","10","30-May-2013","-","01-Jun-2013","14-Jun-2013"
"ICICIBANK","ICICI Bank Limited","EQ","Annual General Meeting/Dividend Rs.20/- Per Share","2","30-May-2013","-","01-Jun-2013","24-Jun-2013"
"INFY","Infosys Limited","EQ","Annual General Meeting/Final Dividend Rs.27 Per Share","5","30-May-2013","-","01-Jun-2013","15-Jun-2013"
"CUB","City Union Bank Limited","EQ","Interim Dividend @ Re 1/- Per Equity Share","1","30-May-2013","31-May-2013","-","-"
"HARITASEAT","Harita Seating Systems Limited","EQ","Interim Dividend Rs.2.50 Per Share","10","30-May-2013","01-Jun-2013","-","-"
"PREMIER","Premier Limited","EQ","Annual General Meeting/Final Dividend Rs.3/- Per Share And Special Dividend Rs.4/- Per Share","10","31-May-2013","-","04-Jun-2013","14-Jun-2013"
"CORPBANK","Corporation Bank","EQ","Annual General Meeting/Dividend Rs. 19/- Per Share","2","31-May-2013","-","04-Jun-2013","10-Jun-2013"
"ITC","ITC Limited","EQ","Annual General Meeting And Dividend Rs.5.25 Per Share","1","31-May-2013","-","04-Jun-2013","07-Jun-2013"
"VEDL","Vedanta Limited","EQ","Annual General Meeting/Dividend Re.0.10/- Per Equity Share","1","31-May-2013","-","04-Jun-2013","06-Jun-2013"
"MMFL","MM Forgings Limited","EQ","Interim Dividend Rs 3 Per Share","10","31-May-2013","03-Jun-2013","-","-"
"ASSAMCO","Assam Company India Limited","EQ","Annual General Meeting/Dividend Re 0.05 Per Share","1","31-May-2013","-","04-Jun-2013","29-Jun-2013"
"PAGEIND","Page Industries Limited","EQ","First Interim Dividend Rs.14/- Per Share (Purpose Revised)","10","05-Jun-2013","06-Jun-2013","-","-"
"ORIENTBANK","Oriental Bank of Commerce","EQ","Annual General Meeting And Dividend Rs.9.20 Per Share","10","06-Jun-2013","-","10-Jun-2013","17-Jun-2013"
"PSB","Punjab & Sind Bank","EQ","Annual General Meeting/Dividend Rs 2.68 Per Equity Share","10","06-Jun-2013","-","08-Jun-2013","20-Jun-2013"
"TCS","Tata Consultancy Services Limited","EQ","Annual General Meeting And Dividend Rs.13/- Per Share","1","06-Jun-2013","-","08-Jun-2013","14-Jun-2013"
"ALBK","Allahabad Bank","EQ","Annual General Meeting And Dividend Of Rs.6/- Per Share","10","06-Jun-2013","-","08-Jun-2013","17-Jun-2013"
"UNITEDBNK","United Bank of India","EQ","Annual General Meeting/Dividend Rs 2.10 Per Equity Share","10","06-Jun-2013","-","08-Jun-2013","21-Jun-2013"
"ASIANPAINT","Asian Paints Limited","EQ","Annual General Meeting / Final Dividend Rs.36.50/- Per Equity Share","1","06-Jun-2013","-","08-Jun-2013","24-Jun-2013"
"PRICOL","Pricol Limited","EQ","Annual General Meeting And Dividend Re.0.40 Per Share","1","07-Jun-2013","-","11-Jun-2013","12-Jun-2013"
"RALLIS","Rallis India Limited","EQ","Annual General Meeting/Dividend Rs 1.30/- Per Share","1","07-Jun-2013","-","11-Jun-2013","24-Jun-2013"
"KANSAINER","Kansai Nerolac Paints Limited","EQ","Annual General Meeting And Dividend Rs.11/- Per Share","1","07-Jun-2013","-","11-Jun-2013","17-Jun-2013"
"GLOBOFFS","Global Offshore Services Limited","EQ","2nd Interim Dividend Re.0.80 Per Share","10","10-Jun-2013","11-Jun-2013","-","-"
"TINPLATE","The Tinplate Company of India Limited","EQ","Annual General Meeting/Dividend Re 1 Per Share","10","10-Jun-2013","-","12-Jun-2013","26-Jun-2013"
"INDNIPPON","India Nippon Electricals Limited","EQ","Second Interim Dividend Rs. 5/- Per Share","5","10-Jun-2013","11-Jun-2013","-","-"
"TORNTPHARM","Torrent Pharmaceuticals Limited","EQ","Final Dividend Rs.7/- Per Share And Special Dividend Rs.10/- Per Share","5","10-Jun-2013","-","12-Jun-2013","14-Jun-2013"
"EMPEESUG","Empee Sugars and Chemicals Limited","EQ","Annual General Meeting","10","10-Jun-2013","-","12-Jun-2013","19-Jun-2013"
"ZYDUSLIFE","Zydus Lifesciences Limited","EQ","Interim Dividend Rs 7.50/- Per Equity Share","1","11-Jun-2013","12-Jun-2013","-","-"
"ELNET","Elnet Technologies Limited","EQ","Annual General Meeting And Dividend Rs.1.40 Per Share","10","11-Jun-2013","-","13-Jun-2013","20-Jun-2013"
"TATACOFFEE","Tata Coffee Limited","EQ","Annual General Meeting/Dividend Rs 7.50/- Per Share","1","11-Jun-2013","-","13-Jun-2013","02-Jul-2013"
"SUNDRMFAST","Sundram Fasteners Limited","EQ","Second Interim Dividend Rs 0.80/- Per Share","1","11-Jun-2013","12-Jun-2013","-","-"
"HCC","Hindustan Construction Company Limited","EQ","Annual General Meeting","1","12-Jun-2013","-","14-Jun-2013","21-Jun-2013"
"VALUEIND","Value Industries Limited","EQ","Annual General Meeting","10","12-Jun-2013","-","14-Jun-2013","27-Jun-2013"
"INGVYSYABK","ING Vysya Bank Limited","EQ","Annual General Meeting/Dividend Rs 5.50 Per Share","10","12-Jun-2013","-","14-Jun-2013","25-Jun-2013"
"JSWHL","JSW Holdings Limited","EQ","Annual General Meeting","10","12-Jun-2013","-","14-Jun-2013","20-Jun-2013"
"KEI","KEI Industries Limited","EQ","Annual General Meeting And Dividend Re.0.20/- Per Equity Share","2","13-Jun-2013","-","15-Jun-2013","21-Jun-2013"
"SURANACORP","Surana Corporation Limited","EQ","Annual General Meeting And Dividend Rs.1.80 Per Equity Share","10","13-Jun-2013","-","15-Jun-2013","27-Jun-2013"
"MONSANTO","Monsanto India Limited","EQ","Interim Dividend - Rs.50/- Per Share (Special Dividend)","10","13-Jun-2013","14-Jun-2013","-","-"
"TORNTPOWER","Torrent Power Limited","EQ","Dividend-Rs.2/- Per Share","10","13-Jun-2013","-","17-Jun-2013","19-Jun-2013"
"J&KBANK","The Jammu & Kashmir Bank Limited","EQ","Annual General Meeting And Dividend Rs.50/- Per Share","1","13-Jun-2013","-","17-Jun-2013","22-Jun-2013"
"HDFCBANK","HDFC Bank Limited","EQ","Annual General Meeting / Final Dividend Rs.5.50/- Per Equity Share","1","13-Jun-2013","-","15-Jun-2013","27-Jun-2013"
"NAVINFLUOR","Navin Fluorine International Limited","EQ","Annual General Meeting / Final Dividend Rs.7.50/- Per Equity Share","2","13-Jun-2013","-","17-Jun-2013","21-Jun-2013"
"PNB","Punjab National Bank","EQ","Annual General Meeting / Final Dividend Rs.27 Per Equity Share","2","13-Jun-2013","-","15-Jun-2013","29-Jun-2013"
"FINCABLES","Finolex Cables Limited","EQ","Annual General Meeting And Dividend Rs.1.20 Per Share","2","13-Jun-2013","-","15-Jun-2013","28-Jun-2013"
"TRIL","Transformers And Rectifiers (India) Limited","EQ","Bonus 1:9","1","13-Jun-2013","14-Jun-2013","-","-"
"BANKBARODA","Bank of Baroda","EQ","Annual General Meeting / Dividend - Rs.21.50/- Per Equity Share","2","13-Jun-2013","-","15-Jun-2013","26-Jun-2013"
"NAKODA","Nakoda Limited","EQ","Annual General Meeting And Dividend Re.0.25 Per Share","5","14-Jun-2013","-","18-Jun-2013","25-Jun-2013"
"PRSMJOHNSN","Prism Johnson Limited","EQ","Annual General Meeting","10","14-Jun-2013","-","18-Jun-2013","25-Jun-2013"
"GRINDWELL","Grindwell Norton Limited","EQ","Annual General Meeting / Final Dividend Rs.6.50/- Per Equity Share","5","14-Jun-2013","-","18-Jun-2013","21-Jun-2013"
"VIPIND","VIP Industries Limited","EQ","Annual General Meeting And Dividend @ Re 1 Per Equity Share","2","14-Jun-2013","-","18-Jun-2013","28-Jun-2013"
"SYNDIBANK","Syndicate Bank","EQ","Annual General Meeting And Dividend Rs.6.70/- Per Share","10","14-Jun-2013","-","18-Jun-2013","25-Jun-2013"
"UCOBANK","UCO Bank","EQ","Annual General Meeting And Dividend Rs.1.60 Per Share","10","17-Jun-2013","-","19-Jun-2013","28-Jun-2013"
"INDUSINDBK","IndusInd Bank Limited","EQ","Annual General Meeting / Dividend Rs.3/- Per Equity Share","10","17-Jun-2013","-","19-Jun-2013","28-Jun-2013"
"CMC","CMC Limited","EQ","Annual General Meeting / Dividend Rs.17.50 Per Share","10","18-Jun-2013","-","20-Jun-2013","26-Jun-2013"
"KOKUYOCMLN","Kokuyo Camlin Limited","EQ","Annual Book Closure","1","18-Jun-2013","-","20-Jun-2013","21-Jun-2013"
"HERITGFOOD","Heritage Foods Limited","EQ","Annual General Meeting/ Dividend Rs. 3 Per Share (Bc Dates Revised)","5","19-Jun-2013","-","21-Jun-2013","24-Jun-2013"
"COROMANDEL","Coromandel International Limited","EQ","Annual General Meeting And Dividend Rs.4.50 Per Share (Bc Dates Revised)","1","19-Jun-2013","-","21-Jun-2013","28-Jun-2013"
"APCOTEXIND","Apcotex Industries Limited","EQ","Annual General Meeting And Dividend Rs.9/- Per Share","2","19-Jun-2013","-","21-Jun-2013","28-Jun-2013"
"HAVELLS","Havells India Limited","EQ","Annual General Meeting And Dividend Rs.7.50 Per Share","1","20-Jun-2013","-","22-Jun-2013","28-Jun-2013"
"BANKINDIA","Bank of India","EQ","Annual General Meeting / Dividend - Rs.10/- Per Equity Share","10","20-Jun-2013","-","22-Jun-2013","29-Jun-2013"
"UNIONBANK","Union Bank of India","EQ","Annual General  Meeting And Dividend Rs.8/- Per Share","10","20-Jun-2013","-","22-Jun-2013","26-Jun-2013"
"COFORGE","Coforge Limited","EQ","Annual General Meeting And Dividend Rs.8.50 Per Share","10","20-Jun-2013","-","22-Jun-2013","01-Jul-2013"
"INDUSTOWER","Indus Towers Limited","EQ","Annual General Meeting And Dividend Rs.3/- Per Share","10","20-Jun-2013","-","22-Jun-2013","03-Jul-2013"
"CERA","Cera Sanitaryware Limited","EQ","Dividend Rs.4 Per Equity Share","5","20-Jun-2013","-","24-Jun-2013","05-Jul-2013"
"LLOYDFIN","Lloyds Finance Limited","EQ","Annual General Meeting","10","20-Jun-2013","-","22-Jun-2013","28-Jun-2013"
"SOUTHBANK","The South Indian Bank Limited","EQ","Annual General Meeting/Dividend Re 0.70 Per Equity Share","1","20-Jun-2013","-","22-Jun-2013","28-Jun-2013"
"DENABANK","Dena Bank","EQ","Annual General Meeting And Dividend Rs.4.70 Per Share","10","20-Jun-2013","-","22-Jun-2013","28-Jun-2013"
"KALYANIFRG","Kalyani Forge Limited","EQ","Annual General Meeting And Dividend Rs.2.50 Per Share","10","20-Jun-2013","-","22-Jun-2013","29-Jun-2013"
"NIITLTD","NIIT Limited","EQ","Annual General Meeting And Dividend Rs.1.60 Per Share","2","20-Jun-2013","-","22-Jun-2013","01-Jul-2013"
"PETRONET","Petronet LNG Limited","EQ","Annual General Meeting/ Dividend Rs 2.50/- Per Share","10","20-Jun-2013","-","24-Jun-2013","04-Jul-2013"
"CENTRALBK","Central Bank of India","EQ","Annual General Meeting/Dividend Rs 2.50 Per Equity Share","10","20-Jun-2013","-","22-Jun-2013","29-Jun-2013"
"IOB","Indian Overseas Bank","EQ","Final Dividend Rs.2/- Per Equity Share","10","20-Jun-2013","-","22-Jun-2013","28-Jun-2013"
"SHRIRAMFIN","Shriram Finance Limited","EQ","Annual General Meeting And Dividend - Rs.4/- Per Share","10","21-Jun-2013","-","25-Jun-2013","05-Jul-2013"
"FEL","Future Enterprises Limited","EQ","Scheme Of Arrangement","2","21-Jun-2013","24-Jun-2013","-","-"
"VISAKAIND","Visaka Industries Limited","EQ","Annual General Meeting And Dividend Rs.3.50 Per Share","2","21-Jun-2013","-","25-Jun-2013","29-Jun-2013"
"PLETHICO","Plethico Pharmaceuticals Limited","EQ","Annual General Meeting","10","21-Jun-2013","-","25-Jun-2013","28-Jun-2013"
"FELDVR","Future Enterprises Limited","EQ","Scheme Of Arrangement","2","21-Jun-2013","24-Jun-2013","-","-"
"DABUR","Dabur India Limited","EQ","Annual General Meeting / Final Dividend Re.0.85/- Per Equity Share","1","21-Jun-2013","-","25-Jun-2013","02-Jul-2013"
"STERLINBIO","Sterling Biotech Limited","EQ","Annual General Meeting","1","21-Jun-2013","-","25-Jun-2013","29-Jun-2013"
"VIJAYABANK","Vijaya Bank","EQ","Annual General Meeting And Dividend Rs.2.50 Per Share","10","21-Jun-2013","-","25-Jun-2013","28-Jun-2013"
"ATUL","Atul Limited","EQ","Annual General Meeting/Dividend Rs 6 Per Share","10","21-Jun-2013","-","25-Jun-2013","27-Jun-2013"
